NC_000913.3 	CDS 	1 	+ 	336 	2799 	
NC_000913.3 	CDS 	1 	- 	1901583 	1902705 	
NC_000913.3 	CDS 	1 	- 	1904043 	1904580 	
NC_000913.3 	CDS 	1 	- 	1918410 	1918860 	
NC_000913.3 	CDS 	1 	- 	1921212 	1921617 	
NC_000913.3 	CDS 	1 	- 	1927686 	1928007 	
NC_000913.3 	CDS 	1 	- 	1928034 	1928970 	
NC_000913.3 	CDS 	1 	- 	1931640 	1932216 	
NC_000913.3 	CDS 	1 	- 	1933851 	1934331 	
NC_000913.3 	CDS 	1 	- 	1937589 	1938270 	
NC_000913.3 	CDS 	1 	- 	1939908 	1940655 	
NC_000913.3 	CDS 	1 	- 	1946109 	1949997 	
NC_000913.3 	CDS 	1 	- 	1958907 	1962189 	
NC_000913.3 	CDS 	1 	- 	1962285 	1963269 	
NC_000913.3 	CDS 	1 	- 	1965858 	1966953 	
NC_000913.3 	CDS 	1 	- 	1978329 	1979070 	
NC_000913.3 	CDS 	1 	- 	1984569 	1984905 	
NC_000913.3 	CDS 	1 	- 	1986591 	1986936 	
NC_000913.3 	CDS 	1 	- 	1996788 	1997220 	
NC_000913.3 	CDS 	1 	- 	1999848 	2000967 	
NC_000913.3 	CDS 	1 	- 	2007513 	2009049 	
NC_000913.3 	CDS 	1 	- 	2023152 	2023578 	
NC_000913.3 	CDS 	1 	- 	2025771 	2026833 	
NC_000913.3 	CDS 	1 	- 	2031150 	2031480 	
NC_000913.3 	CDS 	1 	- 	2032509 	2032851 	
NC_000913.3 	CDS 	1 	- 	2036928 	2037480 	
NC_000913.3 	CDS 	1 	- 	2042787 	2043822 	
NC_000913.3 	CDS 	1 	- 	2045793 	2047809 	
NC_000913.3 	CDS 	1 	- 	2058174 	2058750 	
NC_000913.3 	CDS 	1 	- 	2061066 	2061798 	
NC_000913.3 	CDS 	1 	- 	2061879 	2062263 	
NC_000913.3 	CDS 	1 	- 	2066709 	2067351 	
NC_000913.3 	CDS 	1 	- 	2069160 	2069496 	
NC_000913.3 	CDS 	1 	- 	2069901 	2071305 	
NC_000913.3 	CDS 	1 	- 	2078874 	2079363 	
NC_000913.3 	CDS 	1 	- 	2084355 	2085243 	
NC_000913.3 	CDS 	1 	- 	2085252 	2085912 	
NC_000913.3 	CDS 	1 	- 	2085924 	2086425 	
NC_000913.3 	CDS 	1 	- 	2086470 	2087523 	
NC_000913.3 	CDS 	1 	- 	2089926 	2090376 	
NC_000913.3 	CDS 	1 	- 	2090436 	2091012 	
NC_000913.3 	CDS 	1 	- 	2095077 	2095563 	
NC_000913.3 	CDS 	1 	- 	2096043 	2096901 	
NC_000913.3 	CDS 	1 	- 	2099973 	2100849 	
NC_000913.3 	CDS 	1 	- 	2101509 	2101878 	
NC_000913.3 	CDS 	1 	- 	2110419 	2111406 	
NC_000913.3 	CDS 	1 	- 	2114796 	2115723 	
NC_000913.3 	CDS 	1 	- 	2117667 	2118924 	
NC_000913.3 	CDS 	1 	- 	2123760 	2126010 	
NC_000913.3 	CDS 	1 	- 	2132226 	2133192 	
NC_000913.3 	CDS 	1 	- 	2136105 	2137143 	
NC_000913.3 	CDS 	1 	- 	2137167 	2139663 	
NC_000913.3 	CDS 	1 	- 	2147250 	2147886 	
NC_000913.3 	CDS 	1 	- 	2161557 	2161932 	
NC_000913.3 	CDS 	1 	- 	2162664 	2162967 	
NC_000913.3 	CDS 	1 	- 	2164023 	2164959 	
NC_000913.3 	CDS 	1 	- 	2181183 	2182494 	
NC_000913.3 	CDS 	1 	- 	2184840 	2185326 	
NC_000913.3 	CDS 	1 	- 	2189316 	2190069 	
NC_000913.3 	CDS 	1 	- 	2191062 	2191602 	
NC_000913.3 	CDS 	1 	- 	2194179 	2195265 	
NC_000913.3 	CDS 	1 	- 	2195268 	2196093 	
NC_000913.3 	CDS 	1 	- 	2200047 	2201268 	
NC_000913.3 	CDS 	1 	- 	2201532 	2202711 	
NC_000913.3 	CDS 	1 	- 	2205003 	2206017 	
NC_000913.3 	CDS 	1 	- 	2206911 	2207571 	
NC_000913.3 	CDS 	1 	- 	2210130 	2210631 	
NC_000913.3 	CDS 	1 	- 	2210889 	2211378 	
NC_000913.3 	CDS 	1 	- 	2211414 	2212932 	
NC_000913.3 	CDS 	1 	- 	2214864 	2215647 	
NC_000913.3 	CDS 	1 	- 	2218113 	2219004 	
NC_000913.3 	CDS 	1 	- 	2221167 	2221812 	
NC_000913.3 	CDS 	1 	- 	2224749 	2226978 	
NC_000913.3 	CDS 	1 	- 	2228520 	2228976 	
NC_000913.3 	CDS 	1 	- 	2240097 	2241435 	
NC_000913.3 	CDS 	1 	- 	2244210 	2245188 	
NC_000913.3 	CDS 	1 	- 	2246307 	2246610 	
NC_000913.3 	CDS 	1 	- 	2248611 	2250141 	
NC_000913.3 	CDS 	1 	- 	2250147 	2251605 	
NC_000913.3 	CDS 	1 	- 	2262189 	2264064 	
NC_000913.3 	CDS 	1 	- 	2265690 	2266653 	
NC_000913.3 	CDS 	1 	- 	2269080 	2269413 	
NC_000913.3 	CDS 	1 	- 	2273976 	2274300 	
NC_000913.3 	CDS 	1 	- 	2281500 	2282790 	
NC_000913.3 	CDS 	1 	- 	2285841 	2286165 	
NC_000913.3 	CDS 	1 	- 	2286621 	2286939 	
NC_000913.3 	CDS 	1 	- 	2287299 	2287632 	
NC_000913.3 	CDS 	1 	- 	2288277 	2288985 	
NC_000913.3 	CDS 	1 	- 	2290602 	2291718 	
NC_000913.3 	CDS 	1 	- 	2292180 	2292831 	
NC_000913.3 	CDS 	1 	- 	2295000 	2296266 	
NC_000913.3 	CDS 	1 	- 	2296434 	2296878 	
NC_000913.3 	CDS 	1 	- 	2305008 	2306697 	
NC_000913.3 	CDS 	1 	- 	2313729 	2314035 	
NC_000913.3 	CDS 	1 	- 	2320548 	2320905 	
NC_000913.3 	CDS 	1 	- 	2328903 	2330007 	
NC_000913.3 	CDS 	1 	- 	2330118 	2331174 	
NC_000913.3 	CDS 	1 	- 	2332311 	2332962 	
NC_000913.3 	CDS 	1 	- 	2333037 	2334681 	
NC_000913.3 	CDS 	1 	- 	2338899 	2341386 	
NC_000913.3 	CDS 	1 	- 	2341392 	2342088 	
NC_000913.3 	CDS 	1 	- 	2342913 	2343384 	
NC_000913.3 	CDS 	1 	- 	2343393 	2343996 	
NC_000913.3 	CDS 	1 	- 	2344014 	2344632 	
NC_000913.3 	CDS 	1 	- 	2348688 	2349246 	
NC_000913.3 	CDS 	1 	- 	2350359 	2350749 	
NC_000913.3 	CDS 	1 	- 	2351571 	2352588 	
NC_000913.3 	CDS 	1 	- 	2353476 	2353782 	
NC_000913.3 	CDS 	1 	- 	2355873 	2356200 	
NC_000913.3 	CDS 	1 	- 	2376225 	2376612 	
NC_000913.3 	CDS 	1 	- 	2377602 	2377905 	
NC_000913.3 	CDS 	1 	- 	2378157 	2379288 	
NC_000913.3 	CDS 	1 	- 	2380242 	2381934 	
NC_000913.3 	CDS 	1 	- 	2391288 	2391696 	
NC_000913.3 	CDS 	1 	- 	2414382 	2415144 	
NC_000913.3 	CDS 	1 	- 	2415267 	2415642 	
NC_000913.3 	CDS 	1 	- 	2416773 	2417715 	
NC_000913.3 	CDS 	1 	- 	2425176 	2425908 	
NC_000913.3 	CDS 	1 	- 	2442375 	2442729 	
NC_000913.3 	CDS 	1 	- 	2443584 	2443908 	
NC_000913.3 	CDS 	1 	- 	2447454 	2448594 	
NC_000913.3 	CDS 	1 	- 	2450007 	2450727 	
NC_000913.3 	CDS 	1 	- 	2450742 	2453223 	
NC_000913.3 	CDS 	1 	- 	2453238 	2454273 	
NC_000913.3 	CDS 	1 	- 	2465331 	2466594 	
NC_000913.3 	CDS 	1 	- 	2466603 	2467056 	
NC_000913.3 	CDS 	1 	- 	2467374 	2468310 	
NC_000913.3 	CDS 	1 	- 	2480037 	2480649 	
NC_000913.3 	CDS 	1 	- 	2482038 	2482527 	
NC_000913.3 	CDS 	1 	- 	2488524 	2489184 	
NC_000913.3 	CDS 	1 	- 	2496780 	2497116 	
NC_000913.3 	CDS 	1 	- 	2497497 	2497848 	
NC_000913.3 	CDS 	1 	- 	2497893 	2498217 	
NC_000913.3 	CDS 	1 	- 	2504409 	2505549 	
NC_000913.3 	CDS 	1 	- 	2508255 	2509095 	
NC_000913.3 	CDS 	1 	- 	2512002 	2512749 	
NC_000913.3 	CDS 	1 	- 	2512764 	2513313 	
NC_000913.3 	CDS 	1 	- 	2514462 	2515428 	
NC_000913.3 	CDS 	1 	- 	2516043 	2516412 	
NC_000913.3 	CDS 	1 	- 	2517132 	2518569 	
NC_000913.3 	CDS 	1 	- 	2521494 	2522973 	
NC_000913.3 	CDS 	1 	- 	2531514 	2532072 	
NC_000913.3 	CDS 	1 	- 	2533323 	2534427 	
NC_000913.3 	CDS 	1 	- 	2538741 	2539758 	
NC_000913.3 	CDS 	1 	- 	2544303 	2544825 	
NC_000913.3 	CDS 	1 	- 	2554584 	2555949 	
NC_000913.3 	CDS 	1 	- 	2559228 	2560272 	
NC_000913.3 	CDS 	1 	- 	2561214 	2562120 	
NC_000913.3 	CDS 	1 	- 	2562225 	2562621 	
NC_000913.3 	CDS 	1 	- 	2564910 	2565408 	
NC_000913.3 	CDS 	1 	- 	2568522 	2568885 	
NC_000913.3 	CDS 	1 	- 	2571909 	2572701 	
NC_000913.3 	CDS 	1 	- 	2576394 	2577174 	
NC_000913.3 	CDS 	1 	- 	2578326 	2579262 	
NC_000913.3 	CDS 	1 	- 	2580810 	2581689 	
NC_000913.3 	CDS 	1 	- 	2581962 	2583450 	
NC_000913.3 	CDS 	1 	- 	2586675 	2587041 	
NC_000913.3 	CDS 	1 	- 	2591466 	2591778 	
NC_000913.3 	CDS 	1 	- 	2593554 	2593914 	
NC_000913.3 	CDS 	1 	- 	2605353 	2605755 	
NC_000913.3 	CDS 	1 	- 	2612286 	2613204 	
NC_000913.3 	CDS 	1 	- 	2615235 	2615559 	
NC_000913.3 	CDS 	1 	- 	2625687 	2626620 	
NC_000913.3 	CDS 	1 	- 	2633559 	2633976 	
NC_000913.3 	CDS 	1 	- 	2634606 	2634918 	
NC_000913.3 	CDS 	1 	- 	2635002 	2635308 	
NC_000913.3 	CDS 	1 	- 	2642076 	2643159 	
NC_000913.3 	CDS 	1 	- 	2648835 	2649384 	
NC_000913.3 	CDS 	1 	- 	2660034 	2661465 	
NC_000913.3 	CDS 	1 	- 	2663808 	2664387 	
NC_000913.3 	CDS 	1 	- 	2664570 	2665401 	
NC_000913.3 	CDS 	1 	- 	2666334 	2668293 	
NC_000913.3 	CDS 	1 	- 	2674215 	2674605 	
NC_000913.3 	CDS 	1 	- 	2694276 	2694798 	
NC_000913.3 	CDS 	1 	- 	2711250 	2711619 	
NC_000913.3 	CDS 	1 	- 	2712813 	2714874 	
NC_000913.3 	CDS 	1 	- 	2716683 	2717058 	
NC_000913.3 	CDS 	1 	- 	2717061 	2717934 	
NC_000913.3 	CDS 	1 	- 	2717946 	2718288 	
NC_000913.3 	CDS 	1 	- 	2721354 	2721705 	
NC_000913.3 	CDS 	1 	- 	2725470 	2726022 	
NC_000913.3 	CDS 	1 	- 	2726118 	2726817 	
NC_000913.3 	CDS 	1 	- 	2729076 	2729958 	
NC_000913.3 	CDS 	1 	- 	2744088 	2744568 	
NC_000913.3 	CDS 	1 	- 	2748495 	2750328 	
NC_000913.3 	CDS 	1 	- 	2750385 	2751081 	
NC_000913.3 	CDS 	1 	- 	2751120 	2751702 	
NC_000913.3 	CDS 	1 	- 	2751840 	2753592 	
NC_000913.3 	CDS 	1 	- 	2753673 	2754789 	
NC_000913.3 	CDS 	1 	- 	2756616 	2756961 	
NC_000913.3 	CDS 	1 	- 	2761704 	2762064 	
NC_000913.3 	CDS 	1 	- 	2769330 	2769636 	
NC_000913.3 	CDS 	1 	- 	2775474 	2775927 	
NC_000913.3 	CDS 	1 	- 	2781423 	2782803 	
NC_000913.3 	CDS 	1 	- 	2783883 	2784720 	
NC_000913.3 	CDS 	1 	- 	2792976 	2793528 	
NC_000913.3 	CDS 	1 	- 	2794692 	2796654 	
NC_000913.3 	CDS 	1 	- 	2801124 	2801556 	
NC_000913.3 	CDS 	1 	- 	2811861 	2813397 	
NC_000913.3 	CDS 	1 	- 	2814729 	2815698 	
NC_000913.3 	CDS 	1 	- 	2816715 	2817291 	
NC_000913.3 	CDS 	1 	- 	2820033 	2820354 	
NC_000913.3 	CDS 	1 	- 	2820438 	2821797 	
NC_000913.3 	CDS 	1 	- 	2822205 	2823048 	
NC_000913.3 	CDS 	1 	- 	2824752 	2825118 	
NC_000913.3 	CDS 	1 	- 	2828508 	2829324 	
NC_000913.3 	CDS 	1 	- 	2841903 	2842260 	
NC_000913.3 	CDS 	1 	- 	2842698 	2843694 	
NC_000913.3 	CDS 	1 	- 	2847543 	2848095 	
NC_000913.3 	CDS 	1 	- 	2850408 	2851845 	
NC_000913.3 	CDS 	1 	- 	2853051 	2853357 	
NC_000913.3 	CDS 	1 	- 	2861292 	2861703 	
NC_000913.3 	CDS 	1 	- 	2862351 	2863263 	
NC_000913.3 	CDS 	1 	- 	2863533 	2864067 	
NC_000913.3 	CDS 	1 	- 	2866911 	2867307 	
NC_000913.3 	CDS 	1 	- 	2875446 	2875962 	
NC_000913.3 	CDS 	1 	- 	2884734 	2885898 	
NC_000913.3 	CDS 	1 	- 	2891304 	2892090 	
NC_000913.3 	CDS 	1 	- 	2892093 	2892906 	
NC_000913.3 	CDS 	1 	- 	2895525 	2896782 	
NC_000913.3 	CDS 	1 	- 	2916423 	2916732 	
NC_000913.3 	CDS 	1 	- 	2920059 	2920362 	
NC_000913.3 	CDS 	1 	- 	2923257 	2923587 	
NC_000913.3 	CDS 	1 	- 	2924418 	2925705 	
NC_000913.3 	CDS 	1 	- 	2929830 	2930541 	
NC_000913.3 	CDS 	1 	- 	2941800 	2942217 	
NC_000913.3 	CDS 	1 	- 	2942472 	2943501 	
NC_000913.3 	CDS 	1 	- 	2943927 	2944380 	
NC_000913.3 	CDS 	1 	- 	2947389 	2948763 	
NC_000913.3 	CDS 	1 	- 	2953275 	2954922 	
NC_000913.3 	CDS 	1 	- 	2960706 	2961057 	
NC_000913.3 	CDS 	1 	- 	2968503 	2968833 	
NC_000913.3 	CDS 	1 	- 	2976690 	2977038 	
NC_000913.3 	CDS 	1 	- 	2987379 	2987733 	
NC_000913.3 	CDS 	1 	- 	2991060 	2991411 	
NC_000913.3 	CDS 	1 	- 	2997471 	2998398 	
NC_000913.3 	CDS 	1 	- 	3001287 	3001599 	
NC_000913.3 	CDS 	1 	- 	3005919 	3006768 	
NC_000913.3 	CDS 	1 	- 	3017802 	3018693 	
NC_000913.3 	CDS 	1 	- 	3019380 	3019788 	
NC_000913.3 	CDS 	1 	- 	3026925 	3028338 	
NC_000913.3 	CDS 	1 	- 	3028413 	3029328 	
NC_000913.3 	CDS 	1 	- 	3031311 	3032424 	
NC_000913.3 	CDS 	1 	- 	3039468 	3039900 	
NC_000913.3 	CDS 	1 	- 	3043566 	3047544 	
NC_000913.3 	CDS 	1 	- 	3049419 	3050799 	
NC_000913.3 	CDS 	1 	- 	3051651 	3052800 	
NC_000913.3 	CDS 	1 	- 	3062310 	3063996 	
NC_000913.3 	CDS 	1 	- 	3066450 	3069246 	
NC_000913.3 	CDS 	1 	- 	3071163 	3072699 	
NC_000913.3 	CDS 	1 	- 	3078576 	3079158 	
NC_000913.3 	CDS 	1 	- 	3082635 	3083622 	
NC_000913.3 	CDS 	1 	- 	3084678 	3085008 	
NC_000913.3 	CDS 	1 	- 	3085956 	3087681 	
NC_000913.3 	CDS 	1 	- 	3089724 	3090399 	
NC_000913.3 	CDS 	1 	- 	3096933 	3097269 	
NC_000913.3 	CDS 	1 	- 	3104343 	3105039 	
NC_000913.3 	CDS 	1 	- 	3112317 	3113379 	
NC_000913.3 	CDS 	1 	- 	3118587 	3120690 	
NC_000913.3 	CDS 	1 	- 	3122256 	3122628 	
NC_000913.3 	CDS 	1 	- 	3123321 	3123771 	
NC_000913.3 	CDS 	1 	- 	3125685 	3125988 	
NC_000913.3 	CDS 	1 	- 	3129114 	3129915 	
NC_000913.3 	CDS 	1 	- 	3151314 	3151692 	
NC_000913.3 	CDS 	1 	- 	3154908 	3155328 	
NC_000913.3 	CDS 	1 	- 	3156957 	3157650 	
NC_000913.3 	CDS 	1 	- 	3162660 	3162978 	
NC_000913.3 	CDS 	1 	- 	3166509 	3166818 	
NC_000913.3 	CDS 	1 	- 	3172503 	3172869 	
NC_000913.3 	CDS 	1 	- 	3174285 	3174729 	
NC_000913.3 	CDS 	1 	- 	3188010 	3190056 	
NC_000913.3 	CDS 	1 	- 	3193617 	3193947 	
NC_000913.3 	CDS 	1 	- 	3200868 	3204393 	
NC_000913.3 	CDS 	1 	- 	3204759 	3205893 	
NC_000913.3 	CDS 	1 	- 	3207978 	3208569 	
NC_000913.3 	CDS 	1 	- 	3228417 	3229653 	
NC_000913.3 	CDS 	1 	- 	3229704 	3230640 	
NC_000913.3 	CDS 	1 	- 	3237072 	3238398 	
NC_000913.3 	CDS 	1 	- 	3241416 	3241932 	
NC_000913.3 	CDS 	1 	- 	3243030 	3243981 	
NC_000913.3 	CDS 	1 	- 	3244908 	3245265 	
NC_000913.3 	CDS 	1 	- 	3245730 	3246762 	
NC_000913.3 	CDS 	1 	- 	3257691 	3258690 	
NC_000913.3 	CDS 	1 	- 	3269565 	3269943 	
NC_000913.3 	CDS 	1 	- 	3282465 	3283851 	
NC_000913.3 	CDS 	1 	- 	3286182 	3287148 	
NC_000913.3 	CDS 	1 	- 	3288024 	3289017 	
NC_000913.3 	CDS 	1 	- 	3290613 	3291402 	
NC_000913.3 	CDS 	1 	- 	3292740 	3294675 	
NC_000913.3 	CDS 	1 	- 	3297306 	3298056 	
NC_000913.3 	CDS 	1 	- 	3300138 	3300489 	
NC_000913.3 	CDS 	1 	- 	3308562 	3308883 	
NC_000913.3 	CDS 	1 	- 	3312540 	3313299 	
NC_000913.3 	CDS 	1 	- 	3320268 	3321864 	
NC_000913.3 	CDS 	1 	- 	3321864 	3323226 	
NC_000913.3 	CDS 	1 	- 	3329406 	3329805 	
NC_000913.3 	CDS 	1 	- 	3331503 	3332637 	
NC_000913.3 	CDS 	1 	- 	3342642 	3342945 	
NC_000913.3 	CDS 	1 	- 	3353028 	3353871 	
NC_000913.3 	CDS 	1 	- 	3357801 	3358140 	
NC_000913.3 	CDS 	1 	- 	3365823 	3366474 	
NC_000913.3 	CDS 	1 	- 	3372579 	3373527 	
NC_000913.3 	CDS 	1 	- 	3383340 	3383724 	
NC_000913.3 	CDS 	1 	- 	3392538 	3393957 	
NC_000913.3 	CDS 	1 	- 	3403050 	3403479 	
NC_000913.3 	CDS 	1 	- 	3406935 	3408477 	
NC_000913.3 	CDS 	1 	- 	3411252 	3412170 	
NC_000913.3 	CDS 	1 	- 	3412938 	3413379 	
NC_000913.3 	CDS 	1 	- 	3414180 	3414582 	
NC_000913.3 	CDS 	1 	- 	3415572 	3416268 	
NC_000913.3 	CDS 	1 	- 	3426177 	3427389 	
NC_000913.3 	CDS 	1 	- 	3427854 	3428325 	
NC_000913.3 	CDS 	1 	- 	3431994 	3432534 	
NC_000913.3 	CDS 	1 	- 	3433104 	3433416 	
NC_000913.3 	CDS 	1 	- 	3443424 	3444120 	
NC_000913.3 	CDS 	1 	- 	3444120 	3444786 	
NC_000913.3 	CDS 	1 	- 	3447879 	3448986 	
NC_000913.3 	CDS 	1 	- 	3450120 	3450471 	
NC_000913.3 	CDS 	1 	- 	3458823 	3459870 	
NC_000913.3 	CDS 	1 	- 	3459918 	3460389 	
NC_000913.3 	CDS 	1 	- 	3465129 	3465519 	
NC_000913.3 	CDS 	1 	- 	3465792 	3466191 	
NC_000913.3 	CDS 	1 	- 	3467640 	3471135 	
NC_000913.3 	CDS 	1 	- 	3474639 	3474969 	
NC_000913.3 	CDS 	1 	- 	3477897 	3478281 	
NC_000913.3 	CDS 	1 	- 	3489738 	3490092 	
NC_000913.3 	CDS 	1 	- 	3491409 	3492291 	
NC_000913.3 	CDS 	1 	- 	3495018 	3495642 	
NC_000913.3 	CDS 	1 	- 	3503766 	3504117 	
NC_000913.3 	CDS 	1 	- 	3507192 	3507507 	
NC_000913.3 	CDS 	1 	- 	3510789 	3511449 	
NC_000913.3 	CDS 	1 	- 	3518364 	3518940 	
NC_000913.3 	CDS 	1 	- 	3519045 	3520092 	
NC_000913.3 	CDS 	1 	- 	3521220 	3521613 	
NC_000913.3 	CDS 	1 	- 	3522606 	3523173 	
NC_000913.3 	CDS 	1 	- 	3523176 	3523752 	
NC_000913.3 	CDS 	1 	- 	3529539 	3529989 	
NC_000913.3 	CDS 	1 	- 	3549363 	3551787 	
NC_000913.3 	CDS 	1 	- 	3553806 	3555132 	
NC_000913.3 	CDS 	1 	- 	3562770 	3566733 	
NC_000913.3 	CDS 	1 	- 	3569493 	3569880 	
NC_000913.3 	CDS 	1 	- 	3574032 	3574356 	
NC_000913.3 	CDS 	1 	- 	3582306 	3583029 	
NC_000913.3 	CDS 	1 	- 	3583047 	3583548 	
NC_000913.3 	CDS 	1 	- 	3583698 	3584391 	
NC_000913.3 	CDS 	1 	- 	3585504 	3588219 	
NC_000913.3 	CDS 	1 	- 	3592386 	3592965 	
NC_000913.3 	CDS 	1 	- 	3596976 	3597423 	
NC_000913.3 	CDS 	1 	- 	3605280 	3605928 	
NC_000913.3 	CDS 	1 	- 	3614628 	3615096 	
NC_000913.3 	CDS 	1 	- 	3617304 	3617751 	
NC_000913.3 	CDS 	1 	- 	3617760 	3619923 	
NC_000913.3 	CDS 	1 	- 	3620733 	3621243 	
NC_000913.3 	CDS 	1 	- 	3625074 	3625701 	
NC_000913.3 	CDS 	1 	- 	3642663 	3642975 	
NC_000913.3 	CDS 	1 	- 	3659256 	3659565 	
NC_000913.3 	CDS 	1 	- 	3675825 	3676194 	
NC_000913.3 	CDS 	1 	- 	3682815 	3683175 	
NC_000913.3 	CDS 	1 	- 	3685020 	3686781 	
NC_000913.3 	CDS 	1 	- 	3687228 	3688044 	
NC_000913.3 	CDS 	1 	- 	3688098 	3690381 	
NC_000913.3 	CDS 	1 	- 	3700545 	3700854 	
NC_000913.3 	CDS 	1 	- 	3701568 	3701952 	
NC_000913.3 	CDS 	1 	- 	3705927 	3706584 	
NC_000913.3 	CDS 	1 	- 	3709602 	3710568 	
NC_000913.3 	CDS 	1 	- 	3716115 	3716430 	
NC_000913.3 	CDS 	1 	- 	3716433 	3716949 	
NC_000913.3 	CDS 	1 	- 	3717969 	3718299 	
NC_000913.3 	CDS 	1 	- 	3722532 	3723525 	
NC_000913.3 	CDS 	1 	- 	3723627 	3723975 	
NC_000913.3 	CDS 	1 	- 	3724089 	3724446 	
NC_000913.3 	CDS 	1 	- 	3726795 	3727695 	
NC_000913.3 	CDS 	1 	- 	3736242 	3736704 	
NC_000913.3 	CDS 	1 	- 	3740118 	3740787 	
NC_000913.3 	CDS 	1 	- 	3743745 	3744111 	
NC_000913.3 	CDS 	1 	- 	3752031 	3753519 	
NC_000913.3 	CDS 	1 	- 	3761172 	3761799 	
NC_000913.3 	CDS 	1 	- 	3763617 	3764943 	
NC_000913.3 	CDS 	1 	- 	3776523 	3777273 	
NC_000913.3 	CDS 	1 	- 	3779046 	3781479 	
NC_000913.3 	CDS 	1 	- 	3792741 	3793245 	
NC_000913.3 	CDS 	1 	- 	3795429 	3795912 	
NC_000913.3 	CDS 	1 	- 	3799452 	3799857 	
NC_000913.3 	CDS 	1 	- 	3800121 	3802404 	
NC_000913.3 	CDS 	1 	- 	3804531 	3804960 	
NC_000913.3 	CDS 	1 	- 	3811683 	3812679 	
NC_000913.3 	CDS 	1 	- 	3815544 	3816651 	
NC_000913.3 	CDS 	1 	- 	3817155 	3817917 	
NC_000913.3 	CDS 	1 	- 	3822852 	3823344 	
NC_000913.3 	CDS 	1 	- 	3829809 	3830121 	
NC_000913.3 	CDS 	1 	- 	3832284 	3833685 	
NC_000913.3 	CDS 	1 	- 	3841014 	3842031 	
NC_000913.3 	CDS 	1 	- 	3842631 	3842940 	
NC_000913.3 	CDS 	1 	- 	3847008 	3847797 	
NC_000913.3 	CDS 	1 	- 	3849555 	3850614 	
NC_000913.3 	CDS 	1 	- 	3850623 	3851670 	
NC_000913.3 	CDS 	1 	- 	3851673 	3852822 	
NC_000913.3 	CDS 	1 	- 	3855108 	3855492 	
NC_000913.3 	CDS 	1 	- 	3856335 	3856716 	
NC_000913.3 	CDS 	1 	- 	3867441 	3868722 	
NC_000913.3 	CDS 	1 	- 	3869253 	3869787 	
NC_000913.3 	CDS 	1 	- 	3869817 	3870168 	
NC_000913.3 	CDS 	1 	- 	3884028 	3884649 	
NC_000913.3 	CDS 	1 	- 	3887184 	3888468 	
NC_000913.3 	CDS 	1 	- 	3891945 	3892674 	
NC_000913.3 	CDS 	1 	- 	3893838 	3894930 	
NC_000913.3 	CDS 	1 	- 	3898227 	3898632 	
NC_000913.3 	CDS 	1 	- 	3914616 	3916665 	
NC_000913.3 	CDS 	1 	- 	3917238 	3919923 	
NC_000913.3 	CDS 	1 	- 	3921192 	3923391 	
NC_000913.3 	CDS 	1 	- 	3927090 	3928128 	
NC_000913.3 	CDS 	1 	- 	3929685 	3930048 	
NC_000913.3 	CDS 	1 	- 	3938901 	3940050 	
NC_000913.3 	CDS 	1 	- 	3949311 	3949779 	
NC_000913.3 	CDS 	1 	- 	3956397 	3957123 	
NC_000913.3 	CDS 	1 	- 	3957240 	3958176 	
NC_000913.3 	CDS 	1 	- 	3967224 	3967599 	
NC_000913.3 	CDS 	1 	- 	3970047 	3971079 	
NC_000913.3 	CDS 	1 	- 	3971742 	3972357 	
NC_000913.3 	CDS 	1 	- 	3975339 	3976452 	
NC_000913.3 	CDS 	1 	- 	3979440 	3980016 	
NC_000913.3 	CDS 	1 	- 	3980541 	3981228 	
NC_000913.3 	CDS 	1 	- 	3983142 	3983457 	
NC_000913.3 	CDS 	1 	- 	3989796 	3990855 	
NC_000913.3 	CDS 	1 	- 	3994143 	3995022 	
NC_000913.3 	CDS 	1 	- 	4004034 	4004937 	
NC_000913.3 	CDS 	1 	- 	4011195 	4011684 	
NC_000913.3 	CDS 	1 	- 	4012335 	4012674 	
NC_000913.3 	CDS 	1 	- 	4019451 	4020468 	
NC_000913.3 	CDS 	1 	- 	4036989 	4038237 	
NC_000913.3 	CDS 	1 	- 	4059069 	4059501 	
NC_000913.3 	CDS 	1 	- 	4068414 	4068933 	
NC_000913.3 	CDS 	1 	- 	4075674 	4076838 	
NC_000913.3 	CDS 	1 	- 	4087215 	4087710 	
NC_000913.3 	CDS 	1 	- 	4090491 	4091178 	
NC_000913.3 	CDS 	1 	- 	4092015 	4092708 	
NC_000913.3 	CDS 	1 	- 	4092852 	4093191 	
NC_000913.3 	CDS 	1 	- 	4101699 	4102197 	
NC_000913.3 	CDS 	1 	- 	4110426 	4111521 	
NC_000913.3 	CDS 	1 	- 	4125879 	4126797 	
NC_000913.3 	CDS 	1 	- 	4129500 	4129836 	
NC_000913.3 	CDS 	1 	- 	4132923 	4133328 	
NC_000913.3 	CDS 	1 	- 	4134570 	4135050 	
NC_000913.3 	CDS 	1 	- 	4135872 	4136364 	
NC_000913.3 	CDS 	1 	- 	4137225 	4137582 	
NC_000913.3 	CDS 	1 	- 	4143282 	4143588 	
NC_000913.3 	CDS 	1 	- 	4147440 	4147818 	
NC_000913.3 	CDS 	1 	- 	4148052 	4148379 	
NC_000913.3 	CDS 	1 	- 	4151694 	4152054 	
NC_000913.3 	CDS 	1 	- 	4162401 	4162872 	
NC_000913.3 	CDS 	1 	- 	4165281 	4165671 	
